Cell_ID,Timestamp,Machine,Shift,Operator,Recipe,Batch_ID,Cell_Type,Voltage,Current,Temperature
100532,2026-01-03 04:20:00,M7,Night,OP06,R1,B002,4680-B,3.742,48.06,32.24
100533,2026-01-03 04:25:00,M1,Night,OP05,R3,B002,4680-A,3.675,52.12,26.54
100534,2026-01-03 04:30:00,M6,Night,OP08,R3,B002,4680-B,3.656,46.55,26.71
100535,2026-01-03 04:35:00,M8,Night,OP04,R1,B002,4680-B,3.684,52.87,26.09
100536,2026-01-03 04:40:00,M5,Night,OP03,R1,B002,4680-A,3.672,47.12,28.65
100537,2026-01-03 04:45:00,M4,Night,OP01,R3,B002,4680-A,3.706,47.77,24.87
100538,2026-01-03 04:50:00,M4,Night,OP01,R1,B002,4680-B,3.776,48.9,27.64
100539,2026-01-03 04:55:00,M6,Night,OP12,R2,B002,4680-A,3.667,51.45,26.5
100540,2026-01-03 05:00:00,M3,Night,OP01,R3,B002,4680-A,3.637,50.76,28.23
100541,2026-01-03 05:05:00,M7,Night,OP11,R2,B002,4680-B,3.736,51.24,29.66
100542,2026-01-03 05:10:00,M4,Night,OP05,R2,B002,4680-B,3.718,48.2,27.11
100543,2026-01-03 05:15:00,M1,Night,OP02,R3,B002,4680-A,3.695,45.46,29.71
100544,2026-01-03 05:20:00,M1,Night,OP03,R2,B002,4680-A,3.711,47.0,26.71
100545,2026-01-03 05:25:00,M1,Night,OP07,R2,B002,4680-A,3.651,49.27,27.19
100546,2026-01-03 05:30:00,M5,Night,OP01,R1,B002,4680-B,3.648,48.07,32.13
100547,2026-01-03 05:35:00,M2,Night,OP06,R2,B002,4680-B,3.678,49.36,30.82
100548,2026-01-03 05:40:00,M8,Night,OP03,R3,B002,4680-B,3.693,47.44,25.88
100549,2026-01-03 05:45:00,M5,Night,OP04,R1,B002,4680-B,3.716,55.77,29.97
100550,2026-01-03 05:50:00,M3,Night,OP12,R2,B002,4680-B,3.69,48.58,29.16
100551,2026-01-03 05:55:00,M3,Night,OP01,R3,B002,4680-B,3.69,47.11,27.29
100552,2026-01-03 06:00:00,M5,Day,OP10,R3,B002,4680-A,3.72,44.98,28.34
100553,2026-01-03 06:05:00,M3,Day,OP10,R3,B002,4680-B,3.72,47.65,30.28
100554,2026-01-03 06:10:00,M7,Day,OP09,R2,B002,4680-A,3.662,51.89,26.76
100555,2026-01-03 06:15:00,M7,Day,OP11,R1,B002,4680-A,3.65,46.49,30.95
100556,2026-01-03 06:20:00,M3,Day,OP08,R2,B002,4680-A,3.696,47.28,29.68
100557,2026-01-03 06:25:00,M1,Day,OP05,R2,B002,4680-A,3.668,45.23,27.27
100558,2026-01-03 06:30:00,M8,Day,OP05,R2,B002,4680-B,3.67,51.65,31.23
100559,2026-01-03 06:35:00,M1,Day,OP05,R3,B002,4680-B,3.71,46.71,31.04
100560,2026-01-03 06:40:00,M4,Day,OP01,R3,B002,4680-A,3.679,45.29,28.81
100561,2026-01-03 06:45:00,M8,Day,OP05,R1,B002,4680-B,3.645,51.56,28.65
100562,2026-01-03 06:50:00,M5,Day,OP12,R1,B002,4680-B,3.686,48.85,27.07
100563,2026-01-03 06:55:00,M6,Day,OP10,R1,B002,4680-A,3.698,46.58,27.48
100564,2026-01-03 07:00:00,M3,Day,OP08,R1,B002,4680-B,3.64,48.38,29.74
100565,2026-01-03 07:05:00,M6,Day,OP07,R3,B002,4680-B,3.65,45.97,31.88
100566,2026-01-03 07:10:00,M4,Day,OP04,R3,B002,4680-A,3.685,49.05,29.03
100567,2026-01-03 07:15:00,M8,Day,OP09,R3,B002,4680-B,3.699,51.33,28.98
100568,2026-01-03 07:20:00,M2,Day,OP10,R1,B002,4680-A,3.673,50.02,28.82
100569,2026-01-03 07:25:00,M4,Day,OP10,R3,B002,4680-A,3.676,45.08,31.8
100570,2026-01-03 07:30:00,M3,Day,OP06,R3,B002,4680-B,3.676,41.48,30.21
100571,2026-01-03 07:35:00,M2,Day,OP11,R1,B002,4680-B,3.664,47.73,29.69
100572,2026-01-03 07:40:00,M2,Day,OP09,R2,B002,4680-A,3.686,50.13,28.66
100573,2026-01-03 07:45:00,M8,Day,OP03,R3,B002,4680-B,3.695,47.22,27.13
100574,2026-01-03 07:50:00,M8,Day,OP10,R1,B002,4680-B,3.698,45.19,29.48
100575,2026-01-03 07:55:00,M5,Day,OP12,R1,B002,4680-B,3.664,50.42,30.17
100576,2026-01-03 08:00:00,M5,Day,OP01,R3,B002,4680-A,3.735,47.33,28.73
100577,2026-01-03 08:05:00,M2,Day,OP01,R2,B002,4680-B,3.679,47.09,27.3
100578,2026-01-03 08:10:00,M2,Day,OP09,R1,B002,4680-A,3.632,44.84,29.6
100579,2026-01-03 08:15:00,M8,Day,OP01,R2,B002,4680-B,3.709,53.13,25.86
100580,2026-01-03 08:20:00,M3,Day,OP03,R3,B002,4680-B,3.675,48.21,27.79
100581,2026-01-03 08:25:00,M6,Day,OP07,R2,B002,4680-B,3.652,48.72,30.32
100582,2026-01-03 08:30:00,M7,Day,OP02,R3,B002,4680-A,3.695,48.57,32.95
100583,2026-01-03 08:35:00,M6,Day,OP02,R1,B002,4680-B,3.599,50.03,30.0
100584,2026-01-03 08:40:00,M3,Day,OP12,R1,B002,4680-A,3.625,49.53,26.69
100585,2026-01-03 08:45:00,M1,Day,OP05,R2,B002,4680-B,3.676,50.86,30.75
100586,2026-01-03 08:50:00,M7,Day,OP04,R1,B002,4680-B,3.719,52.92,34.22
100587,2026-01-03 08:55:00,M6,Day,OP03,R2,B002,4680-A,3.682,43.19,29.48
100588,2026-01-03 09:00:00,M2,Day,OP01,R3,B002,4680-B,3.655,54.51,27.51
100589,2026-01-03 09:05:00,M1,Day,OP04,R1,B002,4680-A,3.684,49.65,27.65
100590,2026-01-03 09:10:00,M2,Day,OP10,R1,B002,4680-B,3.731,46.13,28.09
100591,2026-01-03 09:15:00,M1,Day,OP04,R3,B002,4680-A,3.658,44.04,28.39
100592,2026-01-03 09:20:00,M7,Day,OP08,R1,B002,4680-A,3.679,46.71,29.78
100593,2026-01-03 09:25:00,M1,Day,OP03,R3,B002,4680-B,3.638,47.75,26.62
100594,2026-01-03 09:30:00,M4,Day,OP12,R3,B002,4680-B,3.703,48.25,24.99
100595,2026-01-03 09:35:00,M6,Day,OP04,R2,B002,4680-A,3.671,45.74,25.08
100596,2026-01-03 09:40:00,M4,Day,OP07,R2,B002,4680-B,3.72,42.37,28.64
100597,2026-01-03 09:45:00,M1,Day,OP09,R3,B002,4680-A,3.675,50.01,28.23
100598,2026-01-03 09:50:00,M7,Day,OP09,R2,B002,4680-A,3.657,47.04,31.43
100599,2026-01-03 09:55:00,M6,Day,OP11,R3,B002,4680-B,3.712,48.06,26.41
100600,2026-01-03 10:00:00,M6,Day,OP12,R2,B002,4680-B,3.678,45.87,31.8
100601,2026-01-03 10:05:00,M3,Day,OP05,R2,B002,4680-A,3.626,43.25,24.97
100602,2026-01-03 10:10:00,M8,Day,OP04,R1,B002,4680-B,3.695,43.26,28.53
100603,2026-01-03 10:15:00,M3,Day,OP08,R1,B002,4680-B,3.666,48.44,29.79
100604,2026-01-03 10:20:00,M7,Day,OP09,R3,B002,4680-A,3.707,47.19,34.22
100605,2026-01-03 10:25:00,M7,Day,OP04,R2,B002,4680-A,3.615,45.84,29.22
100606,2026-01-03 10:30:00,M6,Day,OP11,R1,B002,4680-B,3.65,47.61,27.58
100607,2026-01-03 10:35:00,M6,Day,OP02,R3,B002,4680-A,3.673,46.05,28.15
100608,2026-01-03 10:40:00,M1,Day,OP05,R2,B002,4680-A,3.693,44.73,28.34
100609,2026-01-03 10:45:00,M2,Day,OP04,R3,B002,4680-A,3.677,48.06,30.82
100610,2026-01-03 10:50:00,M8,Day,OP04,R2,B002,4680-B,3.687,50.86,29.42
100611,2026-01-03 10:55:00,M1,Day,OP04,R1,B002,4680-A,3.662,49.08,28.57
100612,2026-01-03 11:00:00,M8,Day,OP04,R3,B002,4680-A,3.683,47.9,25.71
100613,2026-01-03 11:05:00,M7,Day,OP04,R3,B002,4680-B,3.676,42.35,30.58
100614,2026-01-03 11:10:00,M5,Day,OP07,R2,B002,4680-B,3.683,48.48,26.9
100615,2026-01-03 11:15:00,M5,Day,OP05,R2,B002,4680-B,3.718,45.4,25.94
100616,2026-01-03 11:20:00,M8,Day,OP02,R3,B002,4680-B,3.693,46.06,29.94
100617,2026-01-03 11:25:00,M6,Day,OP04,R2,B002,4680-B,3.644,50.76,31.55
100618,2026-01-03 11:30:00,M7,Day,OP01,R3,B002,4680-A,3.66,52.18,33.0
100619,2026-01-03 11:35:00,M3,Day,OP01,R2,B002,4680-B,3.689,48.78,27.5
100620,2026-01-03 11:40:00,M5,Day,OP03,R1,B002,4680-B,3.704,50.38,27.73
100621,2026-01-03 11:45:00,M4,Day,OP07,R3,B002,4680-A,3.719,43.01,24.5
100622,2026-01-03 11:50:00,M8,Day,OP09,R3,B002,4680-B,3.714,44.73,30.07
100623,2026-01-03 11:55:00,M5,Day,OP08,R3,B002,4680-B,3.647,47.36,27.18
100624,2026-01-03 12:00:00,M8,Day,OP03,R3,B002,4680-B,3.703,51.93,27.38
100625,2026-01-03 12:05:00,M3,Day,OP03,R3,B002,4680-B,3.663,47.37,30.79
100626,2026-01-03 12:10:00,M3,Day,OP09,R3,B002,4680-A,3.656,50.89,24.63
100627,2026-01-03 12:15:00,M1,Day,OP02,R3,B002,4680-A,3.643,46.22,31.23
100628,2026-01-03 12:20:00,M1,Day,OP07,R1,B002,4680-A,3.688,45.57,27.95
100629,2026-01-03 12:25:00,M2,Day,OP12,R1,B002,4680-A,3.666,47.96,28.85
100630,2026-01-03 12:30:00,M4,Day,OP09,R2,B002,4680-B,3.68,46.69,29.09
100631,2026-01-03 12:35:00,M1,Day,OP10,R3,B002,4680-B,3.677,46.89,27.78
100632,2026-01-03 12:40:00,M8,Day,OP01,R1,B002,4680-B,3.728,49.68,27.48
100633,2026-01-03 12:45:00,M1,Day,OP01,R3,B002,4680-B,3.701,47.0,27.41
100634,2026-01-03 12:50:00,M5,Day,OP01,R3,B002,4680-B,3.691,47.68,30.35
100635,2026-01-03 12:55:00,M3,Day,OP02,R1,B002,4680-A,3.633,44.62,28.9
100636,2026-01-03 13:00:00,M4,Day,OP04,R3,B002,4680-B,3.684,53.2,25.61
100637,2026-01-03 13:05:00,M6,Day,OP05,R2,B002,4680-A,3.699,49.5,32.46
100638,2026-01-03 13:10:00,M6,Day,OP07,R2,B002,4680-A,3.664,45.64,24.4
100639,2026-01-03 13:15:00,M4,Day,OP05,R3,B002,4680-A,3.675,46.58,26.76
100640,2026-01-03 13:20:00,M1,Day,OP02,R2,B002,4680-B,3.702,44.78,24.04
100641,2026-01-03 13:25:00,M7,Day,OP09,R2,B002,4680-A,3.742,45.24,31.48
100642,2026-01-03 13:30:00,M1,Day,OP12,R1,B002,4680-A,3.671,51.3,22.94
100643,2026-01-03 13:35:00,M8,Day,OP07,R3,B002,4680-B,3.643,49.49,31.92
100644,2026-01-03 13:40:00,M2,Day,OP09,R1,B002,4680-A,3.677,55.93,27.07
100645,2026-01-03 13:45:00,M4,Day,OP12,R3,B002,4680-B,3.688,49.4,24.99
100646,2026-01-03 13:50:00,M5,Day,OP01,R1,B002,4680-B,3.683,48.92,30.17
100647,2026-01-03 13:55:00,M1,Day,OP03,R2,B002,4680-A,3.688,46.97,27.22
100648,2026-01-03 14:00:00,M4,Day,OP10,R1,B002,4680-B,3.669,49.13,29.24
100649,2026-01-03 14:05:00,M2,Day,OP05,R1,B002,4680-A,3.714,47.85,27.94
100650,2026-01-03 14:10:00,M7,Day,OP11,R3,B002,4680-B,3.718,45.28,27.45
100651,2026-01-03 14:15:00,M7,Day,OP12,R1,B002,4680-A,3.662,52.12,29.69
100652,2026-01-03 14:20:00,M6,Day,OP01,R1,B002,4680-B,3.774,51.17,23.73
100653,2026-01-03 14:25:00,M4,Day,OP02,R2,B002,4680-B,3.678,48.86,28.45
100654,2026-01-03 14:30:00,M6,Day,OP01,R3,B002,4680-B,3.699,49.67,29.04
100655,2026-01-03 14:35:00,M8,Day,OP08,R1,B002,4680-B,3.674,47.55,28.18
100656,2026-01-03 14:40:00,M7,Day,OP07,R1,B002,4680-B,3.714,49.78,30.61
100657,2026-01-03 14:45:00,M2,Day,OP10,R2,B002,4680-A,3.7,48.58,22.12
100658,2026-01-03 14:50:00,M2,Day,OP02,R2,B002,4680-A,3.668,51.37,27.96
100659,2026-01-03 14:55:00,M7,Day,OP12,R3,B002,4680-A,3.657,49.22,32.9
100660,2026-01-03 15:00:00,M7,Day,OP06,R2,B002,4680-A,3.639,46.12,29.06
100661,2026-01-03 15:05:00,M2,Day,OP01,R2,B002,4680-B,3.709,49.54,29.72
100662,2026-01-03 15:10:00,M6,Day,OP05,R1,B002,4680-A,3.695,46.08,29.45
100663,2026-01-03 15:15:00,M2,Day,OP03,R2,B002,4680-B,3.704,50.26,28.86
100664,2026-01-03 15:20:00,M7,Day,OP02,R1,B002,4680-A,3.701,49.05,33.38
100665,2026-01-03 15:25:00,M6,Day,OP09,R1,B002,4680-B,3.679,45.35,30.14
100666,2026-01-03 15:30:00,M7,Day,OP01,R2,B002,4680-B,3.658,45.97,30.67
100667,2026-01-03 15:35:00,M7,Day,OP02,R3,B002,4680-A,3.656,47.08,30.71
100668,2026-01-03 15:40:00,M3,Day,OP11,R2,B002,4680-A,3.686,48.0,24.21
100669,2026-01-03 15:45:00,M3,Day,OP05,R2,B002,4680-B,3.7,50.81,26.37
100670,2026-01-03 15:50:00,M8,Day,OP03,R1,B002,4680-A,3.657,45.69,24.78
100671,2026-01-03 15:55:00,M7,Day,OP05,R2,B002,4680-B,3.705,47.42,29.12
100672,2026-01-03 16:00:00,M8,Day,OP02,R2,B002,4680-B,3.62,49.91,27.47
100673,2026-01-03 16:05:00,M4,Day,OP12,R3,B002,4680-B,3.682,48.83,25.52
100674,2026-01-03 16:10:00,M4,Day,OP08,R1,B002,4680-A,3.641,38.94,30.72
100675,2026-01-03 16:15:00,M5,Day,OP01,R2,B002,4680-B,3.734,51.72,28.37
100676,2026-01-03 16:20:00,M7,Day,OP06,R2,B002,4680-B,3.665,50.42,31.42
100677,2026-01-03 16:25:00,M7,Day,OP11,R3,B002,4680-A,3.694,49.52,29.05
100678,2026-01-03 16:30:00,M5,Day,OP06,R3,B002,4680-A,3.763,49.18,30.12
100679,2026-01-03 16:35:00,M8,Day,OP06,R1,B002,4680-B,3.679,42.69,26.98
100680,2026-01-03 16:40:00,M6,Day,OP05,R3,B002,4680-B,3.668,46.43,26.61
100681,2026-01-03 16:45:00,M4,Day,OP06,R2,B002,4680-B,3.655,51.36,28.3
100682,2026-01-03 16:50:00,M7,Day,OP06,R1,B002,4680-A,3.68,47.02,31.0
100683,2026-01-03 16:55:00,M3,Day,OP11,R3,B002,4680-A,3.705,45.4,28.31
100684,2026-01-03 17:00:00,M8,Day,OP12,R1,B002,4680-B,3.671,43.96,26.68
100685,2026-01-03 17:05:00,M5,Day,OP12,R1,B002,4680-B,3.666,50.62,26.36
100686,2026-01-03 17:10:00,M8,Day,OP03,R3,B002,4680-B,3.686,50.55,28.53
100687,2026-01-03 17:15:00,M4,Day,OP05,R3,B002,4680-A,3.692,47.69,27.73
100688,2026-01-03 17:20:00,M7,Day,OP07,R1,B002,4680-B,3.663,40.68,31.53
100689,2026-01-03 17:25:00,M8,Day,OP10,R2,B002,4680-B,3.723,50.78,27.73
100690,2026-01-03 17:30:00,M1,Day,OP06,R3,B002,4680-A,3.717,48.27,29.93
100691,2026-01-03 17:35:00,M2,Day,OP04,R3,B002,4680-B,3.661,47.05,28.39
100692,2026-01-03 17:40:00,M3,Day,OP11,R3,B002,4680-A,3.716,47.58,29.23
100693,2026-01-03 17:45:00,M7,Day,OP06,R2,B002,4680-A,3.68,49.8,30.1
100694,2026-01-03 17:50:00,M1,Day,OP02,R2,B002,4680-A,3.611,46.35,25.11
100695,2026-01-03 17:55:00,M4,Day,OP08,R2,B002,4680-B,3.665,47.56,25.56
100696,2026-01-03 18:00:00,M8,Night,OP11,R3,B002,4680-A,3.724,48.98,27.09
100697,2026-01-03 18:05:00,M6,Night,OP01,R2,B002,4680-A,3.699,44.58,28.6
100698,2026-01-03 18:10:00,M5,Night,OP07,R1,B002,4680-A,3.678,50.01,30.08
100699,2026-01-03 18:15:00,M3,Night,OP06,R2,B002,4680-B,3.633,50.45,25.86
100700,2026-01-03 18:20:00,M8,Night,OP04,R3,B002,4680-B,3.653,45.39,28.75
100701,2026-01-03 18:25:00,M6,Night,OP08,R1,B002,4680-B,3.644,52.93,30.25
100702,2026-01-03 18:30:00,M8,Night,OP06,R1,B002,4680-B,3.699,47.01,26.2
100703,2026-01-03 18:35:00,M1,Night,OP12,R1,B002,4680-A,3.664,47.51,29.21
100704,2026-01-03 18:40:00,M6,Night,OP11,R1,B002,4680-A,3.65,50.22,28.08
100705,2026-01-03 18:45:00,M4,Night,OP09,R1,B002,4680-A,3.673,45.02,26.97
100706,2026-01-03 18:50:00,M6,Night,OP09,R2,B002,4680-B,3.674,55.24,22.88
100707,2026-01-03 18:55:00,M4,Night,OP07,R3,B002,4680-A,3.679,47.21,29.57
100708,2026-01-03 19:00:00,M3,Night,OP11,R3,B002,4680-B,3.696,44.46,28.04
100709,2026-01-03 19:05:00,M7,Night,OP01,R3,B002,4680-A,3.701,50.15,33.23
100710,2026-01-03 19:10:00,M8,Night,OP10,R2,B002,4680-B,3.681,50.02,28.88
100711,2026-01-03 19:15:00,M1,Night,OP12,R1,B002,4680-A,3.669,46.28,29.18
100712,2026-01-03 19:20:00,M5,Night,OP12,R1,B002,4680-A,3.726,44.28,28.2
100713,2026-01-03 19:25:00,M3,Night,OP06,R2,B002,4680-A,3.685,48.15,25.06
100714,2026-01-03 19:30:00,M8,Night,OP02,R2,B002,4680-B,3.687,47.33,28.35
100715,2026-01-03 19:35:00,M6,Night,OP10,R2,B002,4680-B,3.632,45.51,30.98
100716,2026-01-03 19:40:00,M2,Night,OP06,R2,B002,4680-B,3.631,47.47,27.79
100717,2026-01-03 19:45:00,M3,Night,OP11,R3,B002,4680-B,3.681,48.69,31.32
100718,2026-01-03 19:50:00,M2,Night,OP11,R1,B002,4680-B,3.662,46.87,25.48
100719,2026-01-03 19:55:00,M2,Night,OP04,R2,B002,4680-A,3.718,49.67,27.36
100720,2026-01-03 20:00:00,M3,Night,OP06,R3,B002,4680-A,3.687,49.49,25.78
100721,2026-01-03 20:05:00,M7,Night,OP07,R3,B002,4680-A,3.727,44.95,33.28
100722,2026-01-03 20:10:00,M7,Night,OP07,R1,B002,4680-B,3.642,47.3,29.38
100723,2026-01-03 20:15:00,M3,Night,OP09,R1,B002,4680-B,3.71,47.77,28.93
100724,2026-01-03 20:20:00,M5,Night,OP03,R1,B002,4680-B,3.685,45.49,27.36
100725,2026-01-03 20:25:00,M8,Night,OP10,R1,B002,4680-B,3.632,48.55,32.18
100726,2026-01-03 20:30:00,M1,Night,OP08,R1,B002,4680-A,3.68,47.43,32.05
100727,2026-01-03 20:35:00,M7,Night,OP09,R3,B002,4680-B,3.675,52.12,30.29
100728,2026-01-03 20:40:00,M7,Night,OP11,R2,B002,4680-B,3.726,43.73,26.58
100729,2026-01-03 20:45:00,M8,Night,OP08,R1,B002,4680-A,3.667,49.77,27.47
100730,2026-01-03 20:50:00,M1,Night,OP04,R2,B002,4680-A,3.694,54.07,24.8
100731,2026-01-03 20:55:00,M5,Night,OP04,R3,B002,4680-B,3.686,46.01,25.27
100732,2026-01-03 21:00:00,M3,Night,OP08,R3,B002,4680-B,3.681,46.08,28.85
100733,2026-01-03 21:05:00,M2,Night,OP10,R1,B002,4680-B,3.734,47.43,28.98
100734,2026-01-03 21:10:00,M6,Night,OP09,R1,B002,4680-B,3.641,45.13,29.44
100735,2026-01-03 21:15:00,M4,Night,OP07,R1,B002,4680-A,3.725,49.07,28.94
100736,2026-01-03 21:20:00,M5,Night,OP01,R2,B002,4680-B,3.68,44.25,27.37
100737,2026-01-03 21:25:00,M6,Night,OP02,R2,B002,4680-A,3.706,46.64,29.21
100738,2026-01-03 21:30:00,M4,Night,OP04,R3,B002,4680-B,3.688,46.69,27.06
100739,2026-01-03 21:35:00,M7,Night,OP03,R3,B002,4680-A,3.743,47.26,30.87
100740,2026-01-03 21:40:00,M4,Night,OP04,R1,B002,4680-B,3.661,50.23,27.28
100741,2026-01-03 21:45:00,M5,Night,OP10,R3,B002,4680-A,3.661,51.96,27.64
100742,2026-01-03 21:50:00,M6,Night,OP12,R2,B002,4680-B,3.662,42.4,30.84
100743,2026-01-03 21:55:00,M5,Night,OP09,R3,B002,4680-A,3.659,50.37,30.02
100744,2026-01-03 22:00:00,M3,Night,OP07,R1,B002,4680-B,3.707,44.37,24.06
100745,2026-01-03 22:05:00,M3,Night,OP12,R1,B002,4680-A,3.68,45.14,29.46
100746,2026-01-03 22:10:00,M3,Night,OP12,R2,B002,4680-A,3.701,48.32,27.19
100747,2026-01-03 22:15:00,M7,Night,OP08,R1,B002,4680-B,3.739,43.31,32.17
100748,2026-01-03 22:20:00,M7,Night,OP07,R2,B002,4680-A,3.683,45.3,34.23
100749,2026-01-03 22:25:00,M2,Night,OP07,R3,B002,4680-B,3.674,50.76,25.34
100750,2026-01-03 22:30:00,M6,Night,OP08,R2,B002,4680-B,3.725,43.65,27.74
100751,2026-01-03 22:35:00,M1,Night,OP12,R1,B002,4680-B,3.642,49.09,27.98
100752,2026-01-03 22:40:00,M6,Night,OP02,R3,B002,4680-B,3.667,40.19,29.77
100753,2026-01-03 22:45:00,M4,Night,OP07,R1,B002,4680-B,3.693,49.21,28.4
100754,2026-01-03 22:50:00,M5,Night,OP06,R2,B002,4680-B,3.648,50.04,30.47
100755,2026-01-03 22:55:00,M3,Night,OP10,R2,B002,4680-B,3.627,48.96,30.39
100756,2026-01-03 23:00:00,M1,Night,OP01,R1,B002,4680-B,3.678,49.04,26.99
100757,2026-01-03 23:05:00,M1,Night,OP02,R1,B002,4680-B,3.66,48.1,27.03
100758,2026-01-03 23:10:00,M8,Night,OP01,R2,B002,4680-A,3.647,50.04,25.83
100759,2026-01-03 23:15:00,M3,Night,OP11,R2,B002,4680-A,3.7,49.39,25.7
100760,2026-01-03 23:20:00,M5,Night,OP02,R3,B002,4680-B,3.66,51.58,24.55
100761,2026-01-03 23:25:00,M5,Night,OP02,R2,B002,4680-A,3.666,49.39,26.04
100762,2026-01-03 23:30:00,M1,Night,OP07,R3,B002,4680-B,3.672,46.21,29.57
100763,2026-01-03 23:35:00,M4,Night,OP07,R3,B002,4680-A,3.732,50.94,30.84
100764,2026-01-03 23:40:00,M2,Night,OP01,R1,B002,4680-B,3.656,45.51,28.17
100765,2026-01-03 23:45:00,M2,Night,OP03,R3,B002,4680-A,3.693,52.2,29.05
100766,2026-01-03 23:50:00,M8,Night,OP01,R1,B002,4680-B,3.635,51.16,29.3
100767,2026-01-03 23:55:00,M2,Night,OP07,R3,B002,4680-A,3.668,48.75,26.0
100768,2026-01-04 00:00:00,M8,Night,OP02,R1,B002,4680-B,3.773,49.82,31.99
100769,2026-01-04 00:05:00,M2,Night,OP12,R1,B002,4680-A,3.696,50.66,27.63
100770,2026-01-04 00:10:00,M6,Night,OP06,R2,B002,4680-A,3.734,48.69,27.36
100771,2026-01-04 00:15:00,M7,Night,OP03,R3,B002,4680-A,3.7,49.26,32.0
100772,2026-01-04 00:20:00,M2,Night,OP09,R3,B002,4680-A,3.661,46.33,29.68
100773,2026-01-04 00:25:00,M3,Night,OP08,R2,B002,4680-A,3.693,50.34,25.8
100774,2026-01-04 00:30:00,M3,Night,OP07,R3,B002,4680-B,3.73,47.98,28.92
100775,2026-01-04 00:35:00,M4,Night,OP02,R1,B002,4680-A,3.647,46.84,29.34
100776,2026-01-04 00:40:00,M2,Night,OP10,R3,B002,4680-B,3.705,47.12,29.39
100777,2026-01-04 00:45:00,M6,Night,OP07,R2,B002,4680-A,3.634,46.93,27.86
100778,2026-01-04 00:50:00,M4,Night,OP05,R3,B002,4680-A,3.697,49.5,29.78
100779,2026-01-04 00:55:00,M4,Night,OP09,R3,B002,4680-B,3.68,46.02,28.1
100780,2026-01-04 01:00:00,M1,Night,OP11,R2,B002,4680-A,3.693,49.48,29.4
100781,2026-01-04 01:05:00,M4,Night,OP12,R2,B002,4680-B,3.615,51.29,26.95
100782,2026-01-04 01:10:00,M1,Night,OP04,R2,B002,4680-B,3.654,50.08,27.04
