Cell_ID,Timestamp,Machine,Shift,Operator,Recipe,Batch_ID,Cell_Type,Voltage,Current,Temperature
101042,2026-01-04 22:50:00,M7,Night,OP11,R3,B003,4680-A,3.72,48.22,27.18
101043,2026-01-04 22:55:00,M8,Night,OP06,R3,B003,4680-B,3.677,47.89,27.18
101044,2026-01-04 23:00:00,M3,Night,OP09,R3,B003,4680-A,3.725,48.12,24.54
101045,2026-01-04 23:05:00,M1,Night,OP11,R1,B003,4680-B,3.709,44.94,28.89
101046,2026-01-04 23:10:00,M8,Night,OP03,R1,B003,4680-B,3.672,50.54,28.95
101047,2026-01-04 23:15:00,M6,Night,OP04,R2,B003,4680-B,3.677,46.19,23.75
101048,2026-01-04 23:20:00,M1,Night,OP09,R1,B003,4680-B,3.694,45.88,28.86
101049,2026-01-04 23:25:00,M7,Night,OP04,R1,B003,4680-B,3.677,45.31,29.58
101050,2026-01-04 23:30:00,M8,Night,OP10,R2,B003,4680-A,3.669,39.28,29.68
101051,2026-01-04 23:35:00,M8,Night,OP08,R2,B003,4680-A,3.649,43.11,27.25
101052,2026-01-04 23:40:00,M8,Night,OP12,R3,B003,4680-A,3.683,51.99,25.53
101053,2026-01-04 23:45:00,M2,Night,OP07,R2,B003,4680-A,3.662,49.37,28.63
101054,2026-01-04 23:50:00,M1,Night,OP02,R3,B003,4680-B,3.659,44.54,27.08
101055,2026-01-04 23:55:00,M4,Night,OP11,R3,B003,4680-B,3.668,48.47,24.5
101056,2026-01-05 00:00:00,M6,Night,OP06,R1,B003,4680-A,3.668,45.16,27.81
101057,2026-01-05 00:05:00,M8,Night,OP06,R3,B003,4680-B,3.64,50.33,29.22
101058,2026-01-05 00:10:00,M6,Night,OP12,R2,B003,4680-A,3.657,43.6,26.0
101059,2026-01-05 00:15:00,M2,Night,OP11,R1,B003,4680-A,3.709,49.55,27.0
101060,2026-01-05 00:20:00,M6,Night,OP06,R3,B003,4680-B,3.696,44.69,29.96
101061,2026-01-05 00:25:00,M6,Night,OP12,R1,B003,4680-A,3.657,51.99,27.34
101062,2026-01-05 00:30:00,M3,Night,OP08,R1,B003,4680-B,3.707,50.68,25.61
101063,2026-01-05 00:35:00,M2,Night,OP05,R3,B003,4680-A,3.668,50.14,31.66
101064,2026-01-05 00:40:00,M4,Night,OP02,R2,B003,4680-A,3.661,43.39,32.56
101065,2026-01-05 00:45:00,M8,Night,OP04,R3,B003,4680-B,3.701,42.35,24.24
101066,2026-01-05 00:50:00,M2,Night,OP07,R1,B003,4680-A,3.693,48.56,27.26
101067,2026-01-05 00:55:00,M8,Night,OP08,R3,B003,4680-A,3.687,51.84,28.85
101068,2026-01-05 01:00:00,M8,Night,OP01,R3,B003,4680-A,3.66,45.68,26.1
101069,2026-01-05 01:05:00,M7,Night,OP10,R2,B003,4680-A,3.707,49.35,32.66
101070,2026-01-05 01:10:00,M3,Night,OP12,R1,B003,4680-A,3.645,53.0,30.37
101071,2026-01-05 01:15:00,M7,Night,OP11,R3,B003,4680-B,3.702,53.35,34.05
101072,2026-01-05 01:20:00,M7,Night,OP07,R3,B003,4680-A,3.664,45.79,27.69
101073,2026-01-05 01:25:00,M5,Night,OP07,R2,B003,4680-B,3.648,50.27,29.44
101074,2026-01-05 01:30:00,M8,Night,OP03,R1,B003,4680-B,3.701,48.85,30.74
101075,2026-01-05 01:35:00,M5,Night,OP12,R3,B003,4680-B,3.655,51.75,26.02
101076,2026-01-05 01:40:00,M4,Night,OP04,R1,B003,4680-B,3.679,46.75,29.56
101077,2026-01-05 01:45:00,M6,Night,OP11,R1,B003,4680-A,3.648,53.73,23.95
101078,2026-01-05 01:50:00,M6,Night,OP12,R1,B003,4680-B,3.686,51.02,25.44
101079,2026-01-05 01:55:00,M8,Night,OP10,R3,B003,4680-B,3.686,50.81,25.49
101080,2026-01-05 02:00:00,M5,Night,OP07,R1,B003,4680-A,3.766,42.99,28.02
101081,2026-01-05 02:05:00,M1,Night,OP07,R1,B003,4680-A,3.675,50.32,30.12
101082,2026-01-05 02:10:00,M1,Night,OP04,R2,B003,4680-A,3.658,48.69,28.88
101083,2026-01-05 02:15:00,M5,Night,OP11,R2,B003,4680-A,3.698,48.89,24.28
101084,2026-01-05 02:20:00,M1,Night,OP12,R2,B003,4680-A,3.712,49.1,29.28
101085,2026-01-05 02:25:00,M1,Night,OP06,R2,B003,4680-A,3.654,45.86,28.3
101086,2026-01-05 02:30:00,M4,Night,OP12,R3,B003,4680-B,3.723,47.29,30.37
101087,2026-01-05 02:35:00,M4,Night,OP09,R3,B003,4680-B,3.653,51.52,28.09
101088,2026-01-05 02:40:00,M1,Night,OP07,R2,B003,4680-B,3.738,45.37,29.33
101089,2026-01-05 02:45:00,M6,Night,OP09,R1,B003,4680-A,3.687,49.94,27.24
101090,2026-01-05 02:50:00,M5,Night,OP04,R3,B003,4680-B,3.654,50.64,27.57
101091,2026-01-05 02:55:00,M4,Night,OP11,R3,B003,4680-B,3.653,52.07,29.44
101092,2026-01-05 03:00:00,M4,Night,OP12,R1,B003,4680-B,3.684,48.24,30.34
101093,2026-01-05 03:05:00,M8,Night,OP03,R3,B003,4680-A,3.654,48.09,29.11
101094,2026-01-05 03:10:00,M3,Night,OP03,R3,B003,4680-A,3.706,43.32,23.7
101095,2026-01-05 03:15:00,M7,Night,OP01,R2,B003,4680-B,3.67,47.36,34.01
101096,2026-01-05 03:20:00,M5,Night,OP03,R1,B003,4680-B,3.671,52.26,26.74
101097,2026-01-05 03:25:00,M1,Night,OP06,R2,B003,4680-A,3.718,49.01,23.02
101098,2026-01-05 03:30:00,M1,Night,OP03,R2,B003,4680-A,3.648,53.03,25.59
101099,2026-01-05 03:35:00,M5,Night,OP08,R3,B003,4680-B,3.645,51.41,26.11
101100,2026-01-05 03:40:00,M2,Night,OP12,R2,B003,4680-A,3.652,48.65,28.68
101101,2026-01-05 03:45:00,M3,Night,OP09,R1,B003,4680-A,3.713,51.18,25.95
101102,2026-01-05 03:50:00,M7,Night,OP09,R3,B003,4680-B,3.691,53.28,32.06
101103,2026-01-05 03:55:00,M2,Night,OP06,R1,B003,4680-A,3.645,49.35,28.0
101104,2026-01-05 04:00:00,M6,Night,OP06,R2,B003,4680-B,3.65,46.92,32.17
101105,2026-01-05 04:05:00,M4,Night,OP10,R3,B003,4680-B,3.678,45.05,28.83
101106,2026-01-05 04:10:00,M1,Night,OP02,R3,B003,4680-B,3.75,48.59,30.24
101107,2026-01-05 04:15:00,M8,Night,OP04,R3,B003,4680-A,3.634,48.77,26.19
101108,2026-01-05 04:20:00,M1,Night,OP11,R2,B003,4680-B,3.694,47.99,30.21
101109,2026-01-05 04:25:00,M2,Night,OP07,R2,B003,4680-B,3.647,50.5,26.82
101110,2026-01-05 04:30:00,M1,Night,OP09,R2,B003,4680-B,3.634,52.77,29.83
101111,2026-01-05 04:35:00,M8,Night,OP01,R2,B003,4680-A,3.722,43.97,29.15
101112,2026-01-05 04:40:00,M6,Night,OP09,R1,B003,4680-A,3.676,49.51,25.27
101113,2026-01-05 04:45:00,M3,Night,OP09,R3,B003,4680-A,3.701,47.27,31.59
101114,2026-01-05 04:50:00,M2,Night,OP04,R3,B003,4680-A,3.717,45.11,25.95
101115,2026-01-05 04:55:00,M7,Night,OP02,R1,B003,4680-B,3.671,52.77,34.26
101116,2026-01-05 05:00:00,M2,Night,OP12,R3,B003,4680-A,3.676,46.44,29.36
101117,2026-01-05 05:05:00,M1,Night,OP08,R3,B003,4680-B,3.693,48.23,27.32
101118,2026-01-05 05:10:00,M1,Night,OP02,R1,B003,4680-A,3.675,48.24,26.81
101119,2026-01-05 05:15:00,M3,Night,OP05,R3,B003,4680-A,3.694,45.06,23.74
101120,2026-01-05 05:20:00,M4,Night,OP05,R2,B003,4680-B,3.629,42.62,25.69
101121,2026-01-05 05:25:00,M8,Night,OP11,R2,B003,4680-B,3.659,53.86,25.29
101122,2026-01-05 05:30:00,M6,Night,OP01,R2,B003,4680-A,3.685,49.2,26.95
101123,2026-01-05 05:35:00,M1,Night,OP11,R3,B003,4680-A,3.678,44.41,28.26
101124,2026-01-05 05:40:00,M1,Night,OP12,R1,B003,4680-B,3.734,42.95,30.9
101125,2026-01-05 05:45:00,M2,Night,OP05,R3,B003,4680-B,3.672,45.11,25.95
101126,2026-01-05 05:50:00,M2,Night,OP05,R2,B003,4680-B,3.658,54.5,29.01
101127,2026-01-05 05:55:00,M7,Night,OP11,R1,B003,4680-B,3.686,51.08,33.38
101128,2026-01-05 06:00:00,M3,Day,OP09,R1,B003,4680-A,3.663,45.55,30.21
101129,2026-01-05 06:05:00,M7,Day,OP09,R2,B003,4680-A,3.706,48.42,31.16
101130,2026-01-05 06:10:00,M5,Day,OP11,R3,B003,4680-B,3.656,47.78,24.85
101131,2026-01-05 06:15:00,M1,Day,OP09,R3,B003,4680-A,3.739,43.84,27.85
101132,2026-01-05 06:20:00,M2,Day,OP01,R1,B003,4680-B,3.725,54.81,29.01
101133,2026-01-05 06:25:00,M2,Day,OP05,R1,B003,4680-B,3.695,49.71,27.19
101134,2026-01-05 06:30:00,M4,Day,OP07,R3,B003,4680-A,3.677,49.31,28.39
101135,2026-01-05 06:35:00,M3,Day,OP03,R1,B003,4680-B,3.7,48.38,22.94
101136,2026-01-05 06:40:00,M4,Day,OP02,R1,B003,4680-A,3.741,45.98,27.56
101137,2026-01-05 06:45:00,M8,Day,OP11,R3,B003,4680-A,3.74,45.5,27.19
101138,2026-01-05 06:50:00,M5,Day,OP11,R1,B003,4680-B,3.676,50.52,26.9
101139,2026-01-05 06:55:00,M2,Day,OP04,R3,B003,4680-B,3.641,46.4,28.42
101140,2026-01-05 07:00:00,M6,Day,OP06,R1,B003,4680-A,3.678,49.28,26.79
101141,2026-01-05 07:05:00,M2,Day,OP05,R3,B003,4680-A,3.627,51.19,28.84
101142,2026-01-05 07:10:00,M4,Day,OP06,R2,B003,4680-B,3.722,49.33,28.51
101143,2026-01-05 07:15:00,M6,Day,OP10,R3,B003,4680-B,3.694,52.04,30.2
101144,2026-01-05 07:20:00,M3,Day,OP10,R3,B003,4680-B,3.677,54.82,29.04
101145,2026-01-05 07:25:00,M6,Day,OP07,R1,B003,4680-A,3.697,44.17,29.78
101146,2026-01-05 07:30:00,M6,Day,OP04,R1,B003,4680-B,3.689,48.44,25.42
101147,2026-01-05 07:35:00,M5,Day,OP06,R1,B003,4680-B,3.684,52.77,26.77
101148,2026-01-05 07:40:00,M8,Day,OP08,R2,B003,4680-B,3.646,47.67,29.39
101149,2026-01-05 07:45:00,M5,Day,OP08,R3,B003,4680-A,3.668,46.76,26.39
101150,2026-01-05 07:50:00,M3,Day,OP11,R3,B003,4680-A,3.642,47.62,27.04
101151,2026-01-05 07:55:00,M5,Day,OP03,R3,B003,4680-A,3.592,54.16,26.88
101152,2026-01-05 08:00:00,M5,Day,OP12,R3,B003,4680-A,3.669,48.06,30.18
101153,2026-01-05 08:05:00,M2,Day,OP01,R3,B003,4680-A,3.731,53.69,25.66
101154,2026-01-05 08:10:00,M7,Day,OP10,R1,B003,4680-A,3.711,48.53,31.31
101155,2026-01-05 08:15:00,M5,Day,OP09,R3,B003,4680-B,3.668,48.4,25.33
101156,2026-01-05 08:20:00,M3,Day,OP06,R2,B003,4680-A,3.673,47.73,27.09
101157,2026-01-05 08:25:00,M5,Day,OP03,R2,B003,4680-A,3.682,44.82,27.84
101158,2026-01-05 08:30:00,M7,Day,OP06,R3,B003,4680-A,3.641,50.93,29.57
101159,2026-01-05 08:35:00,M4,Day,OP10,R3,B003,4680-A,3.715,52.16,23.79
101160,2026-01-05 08:40:00,M3,Day,OP08,R1,B003,4680-A,3.602,46.92,27.4
101161,2026-01-05 08:45:00,M3,Day,OP12,R3,B003,4680-B,3.65,46.45,27.87
101162,2026-01-05 08:50:00,M6,Day,OP01,R1,B003,4680-B,3.7,45.23,31.06
101163,2026-01-05 08:55:00,M4,Day,OP02,R2,B003,4680-B,3.67,47.36,24.8
101164,2026-01-05 09:00:00,M4,Day,OP01,R3,B003,4680-A,3.664,49.53,28.99
101165,2026-01-05 09:05:00,M6,Day,OP07,R2,B003,4680-B,3.704,47.86,31.87
101166,2026-01-05 09:10:00,M1,Day,OP01,R3,B003,4680-B,3.669,51.54,27.63
101167,2026-01-05 09:15:00,M2,Day,OP12,R3,B003,4680-B,3.681,48.15,26.75
101168,2026-01-05 09:20:00,M5,Day,OP10,R3,B003,4680-A,3.639,48.97,27.0
101169,2026-01-05 09:25:00,M7,Day,OP11,R2,B003,4680-B,3.695,46.4,30.88
101170,2026-01-05 09:30:00,M2,Day,OP09,R2,B003,4680-B,3.654,53.14,30.44
101171,2026-01-05 09:35:00,M4,Day,OP09,R2,B003,4680-B,3.693,49.43,24.5
101172,2026-01-05 09:40:00,M6,Day,OP08,R2,B003,4680-A,3.693,51.84,26.41
101173,2026-01-05 09:45:00,M3,Day,OP08,R1,B003,4680-A,3.695,40.52,23.57
101174,2026-01-05 09:50:00,M2,Day,OP09,R3,B003,4680-B,3.729,46.25,26.07
101175,2026-01-05 09:55:00,M4,Day,OP03,R1,B003,4680-A,3.674,54.2,25.65
101176,2026-01-05 10:00:00,M6,Day,OP10,R3,B003,4680-A,3.648,52.49,24.34
101177,2026-01-05 10:05:00,M4,Day,OP07,R2,B003,4680-A,3.677,44.28,31.72
101178,2026-01-05 10:10:00,M8,Day,OP11,R2,B003,4680-B,3.728,50.04,32.19
101179,2026-01-05 10:15:00,M4,Day,OP10,R1,B003,4680-B,3.679,47.52,26.38
101180,2026-01-05 10:20:00,M1,Day,OP04,R1,B003,4680-A,3.724,50.64,28.66
101181,2026-01-05 10:25:00,M3,Day,OP03,R3,B003,4680-A,3.721,48.94,25.85
101182,2026-01-05 10:30:00,M3,Day,OP01,R1,B003,4680-B,3.724,44.67,29.37
101183,2026-01-05 10:35:00,M3,Day,OP09,R2,B003,4680-A,3.664,43.3,27.93
101184,2026-01-05 10:40:00,M5,Day,OP02,R1,B003,4680-B,3.755,42.48,28.69
101185,2026-01-05 10:45:00,M8,Day,OP08,R1,B003,4680-A,3.699,48.37,27.94
101186,2026-01-05 10:50:00,M7,Day,OP10,R1,B003,4680-A,3.641,48.7,30.77
101187,2026-01-05 10:55:00,M5,Day,OP03,R3,B003,4680-B,3.614,51.58,26.49
101188,2026-01-05 11:00:00,M8,Day,OP10,R3,B003,4680-A,3.682,48.69,29.92
101189,2026-01-05 11:05:00,M4,Day,OP07,R2,B003,4680-A,3.687,50.71,30.15
101190,2026-01-05 11:10:00,M2,Day,OP01,R1,B003,4680-B,3.719,48.96,27.41
101191,2026-01-05 11:15:00,M3,Day,OP10,R1,B003,4680-A,3.642,48.86,28.39
101192,2026-01-05 11:20:00,M8,Day,OP10,R3,B003,4680-A,3.661,45.55,26.34
101193,2026-01-05 11:25:00,M2,Day,OP02,R2,B003,4680-A,3.744,51.99,25.87
101194,2026-01-05 11:30:00,M1,Day,OP11,R3,B003,4680-B,3.643,48.21,31.84
101195,2026-01-05 11:35:00,M7,Day,OP06,R1,B003,4680-B,3.659,45.25,28.41
101196,2026-01-05 11:40:00,M4,Day,OP08,R2,B003,4680-B,3.668,51.21,30.48
101197,2026-01-05 11:45:00,M2,Day,OP07,R1,B003,4680-B,3.749,43.56,29.21
101198,2026-01-05 11:50:00,M8,Day,OP04,R1,B003,4680-B,3.714,45.08,30.52
101199,2026-01-05 11:55:00,M7,Day,OP05,R1,B003,4680-A,3.69,47.32,33.01
101200,2026-01-05 12:00:00,M1,Day,OP10,R3,B003,4680-A,3.658,54.15,26.35
101201,2026-01-05 12:05:00,M1,Day,OP07,R3,B003,4680-A,3.703,45.63,28.0
101202,2026-01-05 12:10:00,M6,Day,OP07,R2,B003,4680-A,3.712,43.95,26.44
101203,2026-01-05 12:15:00,M3,Day,OP07,R3,B003,4680-B,3.681,48.33,27.17
101204,2026-01-05 12:20:00,M5,Day,OP09,R2,B003,4680-B,3.692,50.08,27.64
101205,2026-01-05 12:25:00,M5,Day,OP11,R2,B003,4680-A,3.65,47.15,29.47
101206,2026-01-05 12:30:00,M7,Day,OP09,R3,B003,4680-B,3.707,43.88,33.39
101207,2026-01-05 12:35:00,M3,Day,OP06,R3,B003,4680-B,3.621,48.14,28.7
101208,2026-01-05 12:40:00,M5,Day,OP05,R3,B003,4680-B,3.652,45.5,31.8
101209,2026-01-05 12:45:00,M7,Day,OP12,R1,B003,4680-A,3.634,46.1,32.53
101210,2026-01-05 12:50:00,M4,Day,OP08,R3,B003,4680-A,3.661,47.29,29.19
101211,2026-01-05 12:55:00,M2,Day,OP04,R3,B003,4680-B,3.693,48.8,29.49
101212,2026-01-05 13:00:00,M6,Day,OP09,R3,B003,4680-A,3.691,47.63,27.32
101213,2026-01-05 13:05:00,M3,Day,OP07,R3,B003,4680-A,3.665,47.45,28.92
101214,2026-01-05 13:10:00,M2,Day,OP03,R2,B003,4680-B,3.679,45.57,26.02
101215,2026-01-05 13:15:00,M2,Day,OP02,R2,B003,4680-A,3.688,48.64,25.77
101216,2026-01-05 13:20:00,M6,Day,OP02,R3,B003,4680-A,3.667,49.22,29.57
101217,2026-01-05 13:25:00,M7,Day,OP07,R3,B003,4680-B,3.693,45.52,32.1
101218,2026-01-05 13:30:00,M1,Day,OP03,R3,B003,4680-B,3.691,48.02,28.3
101219,2026-01-05 13:35:00,M8,Day,OP01,R1,B003,4680-B,3.685,54.64,23.83
101220,2026-01-05 13:40:00,M4,Day,OP01,R3,B003,4680-A,3.658,49.12,27.28
101221,2026-01-05 13:45:00,M3,Day,OP11,R1,B003,4680-B,3.716,44.23,28.62
101222,2026-01-05 13:50:00,M4,Day,OP11,R1,B003,4680-A,3.698,47.57,29.46
101223,2026-01-05 13:55:00,M2,Day,OP05,R2,B003,4680-B,3.711,50.62,28.68
101224,2026-01-05 14:00:00,M7,Day,OP07,R3,B003,4680-A,3.705,47.81,28.71
101225,2026-01-05 14:05:00,M1,Day,OP12,R3,B003,4680-A,3.682,47.55,28.15
101226,2026-01-05 14:10:00,M2,Day,OP09,R2,B003,4680-B,3.677,44.64,30.38
101227,2026-01-05 14:15:00,M6,Day,OP05,R1,B003,4680-A,3.685,51.69,27.21
101228,2026-01-05 14:20:00,M8,Day,OP07,R3,B003,4680-A,3.654,55.46,29.21
101229,2026-01-05 14:25:00,M5,Day,OP03,R2,B003,4680-A,3.718,47.54,28.53
101230,2026-01-05 14:30:00,M2,Day,OP09,R2,B003,4680-B,3.705,51.65,29.07
101231,2026-01-05 14:35:00,M2,Day,OP09,R2,B003,4680-B,3.706,47.05,30.11
101232,2026-01-05 14:40:00,M8,Day,OP07,R3,B003,4680-B,3.69,50.8,26.86
101233,2026-01-05 14:45:00,M4,Day,OP06,R2,B003,4680-B,3.712,52.36,27.55
101234,2026-01-05 14:50:00,M1,Day,OP08,R1,B003,4680-B,3.655,47.58,26.17
101235,2026-01-05 14:55:00,M2,Day,OP07,R3,B003,4680-A,3.664,52.06,28.62
101236,2026-01-05 15:00:00,M4,Day,OP06,R2,B003,4680-B,3.681,43.69,28.85
101237,2026-01-05 15:05:00,M1,Day,OP12,R2,B003,4680-A,3.688,41.6,25.37
101238,2026-01-05 15:10:00,M5,Day,OP02,R2,B003,4680-B,3.675,57.73,30.03
101239,2026-01-05 15:15:00,M2,Day,OP09,R1,B003,4680-B,3.675,47.68,32.62
101240,2026-01-05 15:20:00,M6,Day,OP06,R1,B003,4680-B,3.731,43.09,29.99
101241,2026-01-05 15:25:00,M3,Day,OP12,R3,B003,4680-A,3.661,49.75,24.43
101242,2026-01-05 15:30:00,M8,Day,OP12,R1,B003,4680-A,3.712,44.4,28.99
101243,2026-01-05 15:35:00,M4,Day,OP05,R1,B003,4680-A,3.706,45.52,23.37
101244,2026-01-05 15:40:00,M4,Day,OP04,R3,B003,4680-B,3.684,50.38,23.96
101245,2026-01-05 15:45:00,M3,Day,OP02,R1,B003,4680-A,3.666,47.52,27.76
101246,2026-01-05 15:50:00,M8,Day,OP10,R1,B003,4680-A,3.64,45.86,27.26
101247,2026-01-05 15:55:00,M8,Day,OP06,R3,B003,4680-B,3.69,48.5,29.04
101248,2026-01-05 16:00:00,M8,Day,OP10,R2,B003,4680-B,3.675,41.47,26.01
101249,2026-01-05 16:05:00,M3,Day,OP09,R2,B003,4680-B,3.723,43.58,28.36
101250,2026-01-05 16:10:00,M4,Day,OP10,R1,B003,4680-A,3.69,51.76,26.83
101251,2026-01-05 16:15:00,M7,Day,OP08,R3,B003,4680-A,3.659,42.09,30.1
101252,2026-01-05 16:20:00,M6,Day,OP07,R3,B003,4680-A,3.741,48.83,28.21
101253,2026-01-05 16:25:00,M8,Day,OP02,R3,B003,4680-B,3.69,47.97,27.96
101254,2026-01-05 16:30:00,M6,Day,OP12,R1,B003,4680-A,3.705,48.68,26.37
101255,2026-01-05 16:35:00,M4,Day,OP07,R3,B003,4680-A,3.651,51.91,28.04
101256,2026-01-05 16:40:00,M6,Day,OP06,R3,B003,4680-B,3.663,51.01,29.33
101257,2026-01-05 16:45:00,M3,Day,OP09,R2,B003,4680-A,3.657,45.72,27.0
101258,2026-01-05 16:50:00,M5,Day,OP08,R3,B003,4680-B,3.694,42.51,24.46
101259,2026-01-05 16:55:00,M6,Day,OP03,R2,B003,4680-B,3.618,47.74,25.54
101260,2026-01-05 17:00:00,M4,Day,OP07,R3,B003,4680-B,3.67,44.87,27.7
101261,2026-01-05 17:05:00,M6,Day,OP07,R2,B003,4680-B,3.694,46.35,25.66
101262,2026-01-05 17:10:00,M3,Day,OP10,R1,B003,4680-A,3.653,48.54,28.63
101263,2026-01-05 17:15:00,M2,Day,OP12,R2,B003,4680-A,3.698,46.76,30.61
101264,2026-01-05 17:20:00,M7,Day,OP07,R1,B003,4680-A,3.673,48.02,31.51
101265,2026-01-05 17:25:00,M3,Day,OP08,R1,B003,4680-A,3.675,48.64,27.35
101266,2026-01-05 17:30:00,M7,Day,OP08,R1,B003,4680-B,3.65,43.83,29.01
101267,2026-01-05 17:35:00,M8,Day,OP05,R2,B003,4680-A,3.643,48.48,24.8
101268,2026-01-05 17:40:00,M7,Day,OP02,R3,B003,4680-A,3.695,48.1,29.21
101269,2026-01-05 17:45:00,M1,Day,OP04,R2,B003,4680-B,3.7,50.43,24.06
101270,2026-01-05 17:50:00,M2,Day,OP08,R3,B003,4680-B,3.693,45.43,26.01
101271,2026-01-05 17:55:00,M5,Day,OP06,R2,B003,4680-B,3.642,42.62,28.2
101272,2026-01-05 18:00:00,M6,Night,OP01,R2,B003,4680-A,3.676,46.81,27.23
101273,2026-01-05 18:05:00,M6,Night,OP11,R3,B003,4680-A,3.668,48.81,25.63
101274,2026-01-05 18:10:00,M3,Night,OP05,R2,B003,4680-B,3.685,45.99,27.91
101275,2026-01-05 18:15:00,M8,Night,OP12,R2,B003,4680-A,3.645,49.46,30.34
101276,2026-01-05 18:20:00,M7,Night,OP10,R2,B003,4680-B,3.694,47.39,33.36
101277,2026-01-05 18:25:00,M3,Night,OP03,R3,B003,4680-B,3.711,43.73,26.94
101278,2026-01-05 18:30:00,M7,Night,OP11,R3,B003,4680-B,3.668,51.71,29.06
101279,2026-01-05 18:35:00,M2,Night,OP02,R1,B003,4680-B,3.651,47.07,28.76
101280,2026-01-05 18:40:00,M4,Night,OP06,R2,B003,4680-B,3.659,50.94,26.77
101281,2026-01-05 18:45:00,M5,Night,OP10,R3,B003,4680-B,3.728,50.48,25.26
101282,2026-01-05 18:50:00,M5,Night,OP08,R2,B003,4680-B,3.666,47.55,30.18
